Partner_Name,Model_Name,Model_ID,Tier,Frequency,Period,Year,KPI,Value,Threshold,Anomaly_Flag,Uploaded_On,Model_Info,Report_Summary
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2023,KS,0.527,0.5,False,2023-11-22,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.527 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2022,AUC,0.722,0.7,False,2022-12-31,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.722 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2021,CSI,0.888,0.88,True,2021-03-29,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.888 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2023,KS,0.495,0.5,True,2023-10-29,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.495 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2022,PDO,0.714,0.7,False,2022-04-11,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.714 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2022,Gini,0.613,0.6,False,2022-09-03,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.613 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2023,Gini,0.596,0.6,True,2023-10-31,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.596 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2023,KS,0.496,0.5,True,2023-09-16,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.496 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2022,Gini,0.561,0.6,True,2022-02-05,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services Gini of 0.561 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,KS,0.509,0.5,False,2021-10-04,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.509 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,AUC,0.673,0.7,True,2021-11-20,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.673 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2023,PDO,0.732,0.7,False,2023-10-16,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.732 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2021,PSI,0.228,0.25,False,2021-06-05,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.228 vs threshold 0.25
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2023,KS,0.543,0.5,False,2023-05-13,estimates customer retention likelihood,Retention_C estimates customer retention likelihood KS of 0.543 vs threshold 0.5
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2021,CSI,0.842,0.88,False,2021-05-19,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.842 vs threshold 0.88
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2021,KS,0.485,0.5,True,2021-05-19,estimates customer retention likelihood,Retention_C estimates customer retention likelihood KS of 0.485 vs threshold 0.5
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2021,PDO,0.674,0.7,True,2021-07-05,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.674 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2022,AUC,0.658,0.7,True,2022-03-21,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.658 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2023,AUC,0.686,0.7,True,2023-04-09,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.686 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2023,KS,0.543,0.5,False,2023-07-16,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.543 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2022,PSI,0.245,0.25,False,2022-10-14,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.245 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2023,Gini,0.625,0.6,False,2023-01-30,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.625 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2022,AUC,0.723,0.7,False,2022-05-01,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.723 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2022,KS,0.535,0.5,False,2022-07-20,estimates customer retention likelihood,Retention_C estimates customer retention likelihood KS of 0.535 vs threshold 0.5
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2023,PSI,0.262,0.25,True,2023-05-03,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.262 vs threshold 0.25
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2023,AUC,0.736,0.7,False,2023-10-21,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.736 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2023,Gini,0.593,0.6,True,2023-11-24,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services Gini of 0.593 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2021,AUC,0.707,0.7,False,2021-05-11,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.707 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2023,PDO,0.696,0.7,True,2023-07-20,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PDO of 0.696 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2021,PSI,0.235,0.25,False,2021-01-27,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PSI of 0.235 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2022,Gini,0.568,0.6,True,2022-03-13,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time Gini of 0.568 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2022,PDO,0.723,0.7,False,2022-09-06,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.723 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2023,CSI,0.857,0.88,False,2023-05-27,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.857 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2021,CSI,0.924,0.88,True,2021-07-12,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards CSI of 0.924 vs threshold 0.88
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2022,AUC,0.719,0.7,False,2022-10-03,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.719 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2023,PSI,0.238,0.25,False,2023-01-26,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.238 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2023,PDO,0.67,0.7,True,2023-08-15,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PDO of 0.670 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2022,KS,0.507,0.5,False,2022-02-27,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.507 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2021,KS,0.51,0.5,False,2021-01-13,estimates customer retention likelihood,Retention_C estimates customer retention likelihood KS of 0.510 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2022,KS,0.519,0.5,False,2022-02-09,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.519 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2021,PDO,0.66,0.7,True,2021-08-25,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PDO of 0.660 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2021,Gini,0.624,0.6,False,2021-09-27,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time Gini of 0.624 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2022,Gini,0.583,0.6,True,2022-06-10,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time Gini of 0.583 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2022,PDO,0.708,0.7,False,2022-11-11,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.708 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2023,PSI,0.299,0.25,True,2023-12-16,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PSI of 0.299 vs threshold 0.25
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,PSI,0.26,0.25,True,2021-10-21,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.260 vs threshold 0.25
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2022,PDO,0.691,0.7,True,2022-09-03,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PDO of 0.691 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2023,PDO,0.737,0.7,False,2023-02-07,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PDO of 0.737 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2023,Gini,0.574,0.6,True,2023-03-11,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.574 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2023,KS,0.465,0.5,True,2023-10-06,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.465 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2021,CSI,0.834,0.88,False,2021-08-06,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.834 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2021,Gini,0.648,0.6,False,2021-12-24,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.648 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2022,Gini,0.572,0.6,True,2022-02-05,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.572 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2022,PDO,0.655,0.7,True,2022-06-13,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.655 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2021,PDO,0.661,0.7,True,2021-11-17,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PDO of 0.661 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2021,Gini,0.598,0.6,True,2021-07-12,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.598 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2022,PDO,0.743,0.7,False,2022-10-18,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.743 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2023,PSI,0.226,0.25,False,2023-02-15,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.226 vs threshold 0.25
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2023,PSI,0.228,0.25,False,2023-12-15,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.228 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2023,CSI,0.918,0.88,True,2023-05-11,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.918 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2023,CSI,0.929,0.88,True,2023-01-05,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.929 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2022,Gini,0.639,0.6,False,2022-04-27,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time Gini of 0.639 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2022,Gini,0.577,0.6,True,2022-02-13,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time Gini of 0.577 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2022,Gini,0.611,0.6,False,2022-03-12,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.611 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,AUC,0.69,0.7,True,2021-12-29,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.690 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2023,CSI,0.913,0.88,True,2023-04-20,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.913 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2022,PSI,0.289,0.25,True,2022-12-22,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.289 vs threshold 0.25
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2022,PSI,0.238,0.25,False,2022-10-17,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.238 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2021,Gini,0.553,0.6,True,2021-10-07,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.553 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2023,AUC,0.721,0.7,False,2023-09-04,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.721 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2022,PSI,0.291,0.25,True,2022-03-23,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.291 vs threshold 0.25
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2023,KS,0.537,0.5,False,2023-08-16,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards KS of 0.537 vs threshold 0.5
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2021,PSI,0.215,0.25,False,2021-11-14,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.215 vs threshold 0.25
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2022,Gini,0.624,0.6,False,2022-06-10,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.624 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2023,PSI,0.295,0.25,True,2023-02-19,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.295 vs threshold 0.25
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2023,PSI,0.29,0.25,True,2023-06-24,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.290 vs threshold 0.25
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2022,PSI,0.299,0.25,True,2022-07-07,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.299 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2021,CSI,0.916,0.88,True,2021-07-22,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.916 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2022,Gini,0.633,0.6,False,2022-02-02,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.633 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2022,AUC,0.669,0.7,True,2022-06-15,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.669 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2022,CSI,0.894,0.88,True,2022-08-13,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.894 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2022,Gini,0.554,0.6,True,2022-04-20,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services Gini of 0.554 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2021,AUC,0.721,0.7,False,2021-08-08,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.721 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2023,Gini,0.575,0.6,True,2023-01-28,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.575 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2023,AUC,0.675,0.7,True,2023-03-31,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.675 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2022,CSI,0.92,0.88,True,2022-07-21,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.920 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2022,PSI,0.283,0.25,True,2022-01-07,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.283 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2023,KS,0.509,0.5,False,2023-09-13,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.509 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2021,CSI,0.862,0.88,False,2021-12-19,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.862 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2023,CSI,0.913,0.88,True,2023-07-08,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.913 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2023,KS,0.505,0.5,False,2023-08-09,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.505 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2023,PSI,0.29,0.25,True,2023-08-03,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.290 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2022,CSI,0.908,0.88,True,2022-10-31,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.908 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2022,AUC,0.65,0.7,True,2022-09-21,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.650 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2023,AUC,0.67,0.7,True,2023-07-19,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.670 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2021,PSI,0.253,0.25,True,2021-06-18,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PSI of 0.253 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2022,KS,0.47,0.5,True,2022-10-06,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.470 vs threshold 0.5
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2023,CSI,0.885,0.88,True,2023-04-12,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.885 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2023,AUC,0.707,0.7,False,2023-03-24,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring AUC of 0.707 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2023,KS,0.49,0.5,True,2023-11-18,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.490 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2022,Gini,0.633,0.6,False,2022-06-10,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.633 vs threshold 0.6
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2021,PDO,0.66,0.7,True,2021-06-25,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PDO of 0.660 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2023,PDO,0.663,0.7,True,2023-01-04,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.663 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2021,Gini,0.639,0.6,False,2021-02-23,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.639 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2022,KS,0.54,0.5,False,2022-12-22,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.540 vs threshold 0.5
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2022,PSI,0.226,0.25,False,2022-02-25,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.226 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2021,PDO,0.704,0.7,False,2021-08-16,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.704 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2023,AUC,0.743,0.7,False,2023-12-27,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.743 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2022,KS,0.537,0.5,False,2022-08-05,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.537 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2023,Gini,0.624,0.6,False,2023-01-31,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.624 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2022,CSI,0.891,0.88,True,2022-12-25,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.891 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2021,AUC,0.737,0.7,False,2021-01-31,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards AUC of 0.737 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2022,Gini,0.649,0.6,False,2022-03-14,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time Gini of 0.649 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2021,CSI,0.901,0.88,True,2021-01-17,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards CSI of 0.901 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2022,KS,0.544,0.5,False,2022-05-22,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.544 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2022,CSI,0.877,0.88,False,2022-08-11,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.877 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2021,CSI,0.881,0.88,True,2021-06-23,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.881 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2022,Gini,0.587,0.6,True,2022-01-28,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.587 vs threshold 0.6
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2022,PSI,0.26,0.25,True,2022-05-10,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PSI of 0.260 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2021,AUC,0.684,0.7,True,2021-11-16,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring AUC of 0.684 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2023,Gini,0.551,0.6,True,2023-12-24,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time Gini of 0.551 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2021,CSI,0.921,0.88,True,2021-03-02,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.921 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2022,KS,0.503,0.5,False,2022-04-02,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.503 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2023,PDO,0.722,0.7,False,2023-02-08,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.722 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2021,CSI,0.879,0.88,False,2021-05-16,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.879 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2022,AUC,0.698,0.7,True,2022-07-27,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.698 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2021,Gini,0.618,0.6,False,2021-06-10,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.618 vs threshold 0.6
